sboid;said;validFrom;validTo;organisationNumber;status;descriptionDe;descriptionFr;descriptionIt;descriptionEn;abbreviationDe;abbreviationFr;abbreviationIt;abbreviationEn;businessTypesId;businessTypesDe;businessTypesIt;businessTypesFr;transportCompanyNumber;transportCompanyAbbreviation;transportCompanyBusinessRegisterName;creationTime;editionTime
ch:1:sboid:101156;101156;1900-01-01;9999-12-31;7023;VALIDATED;Südwestdeutsche Verkehrs-Aktiengesellschaft;Südwestdeutsche Verkehrs-Aktiengesellschaft;Südwestdeutsche Verkehrs-Aktiengesellschaft;Südwestdeutsche Verkehrs-Aktiengesellschaft;SWEG;SWEG;SWEG;SWEG;30;Strasse;Strada;Route;#0366;SWEGB;SWEG Bus GmbH;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101158;101158;1900-01-01;9999-12-31;7025;VALIDATED;Busbetrieb Kandersteg - Gasterntal;Busbetrieb Kandersteg - Gasterntal;Busbetrieb Kandersteg - Gasterntal;Busbetrieb Kandersteg - Gasterntal;BKG;BKG;BKG;BKG;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#0738;BKG;Bäuert Gastern;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101160;101160;1900-01-01;9999-12-31;7027;VALIDATED;Walker's Söhne Urnerboden;Walker's Söhne Urnerboden;Walker's Söhne Urnerboden;Walker's Söhne Urnerboden;WSU;WSU;WSU;WSU;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#1256;WSU;Walker's Söhne GmbH;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101162;101162;1900-01-01;9999-12-31;7029;VALIDATED;Armin Fischli GmbH, 8752 Näfels;Armin Fischli GmbH, 8752 Näfels;Armin Fischli GmbH, 8752 Näfels;Armin Fischli GmbH, 8752 Näfels;AFN;AFN;AFN;AFN;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#9896;AFN;Armin Fischli GmbH;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101163;101163;1900-01-01;9999-12-31;7030;VALIDATED;Skilift Schilt AG 8753 Mollis;Skilift Schilt AG 8753 Mollis;Skilift Schilt AG 8753 Mollis;Skilift Schilt AG 8753 Mollis;SSM;SSM;SSM;SSM;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#9898;SSM;Skilift Schilt AG Mollis;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101164;101164;1900-01-01;9999-12-31;7031;VALIDATED;Aroser Verkehrsbetriebe;Aroser Verkehrsbetriebe;Aroser Verkehrsbetriebe;Aroser Verkehrsbetriebe;AVB;AVB;AVB;AVB;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#0749;AVB;Gemeinde Arosa;2022-08-04 14:16:33;2022-08-04 14:16:33
ch:1:sboid:101170;101170;2024-09-18;9999-12-31;7037;VALIDATED;Bahnersatz Jahresfahrplan;Service de remplacement par bus - Horaire annuel;Bus sostitutivo - Orario annuale;Railway replacement - annual timetable;Bahnersatz;Bahnersatz;Bahnersatz;Bahnersatz;70;Kundeninformation;Informazione alla clientela;Information clientèle;;;;2024-09-18 16:43:18;2024-09-18 16:43:18
ch:1:sboid:101171;101171;1900-01-01;9999-12-31;7038;VALIDATED;Autobusbetrieb LEE;Autobusbetrieb LEE;Autobusbetrieb LEE;Autobusbetrieb LEE;LEE Bus Fp;LEE Bus Fp;LEE Bus Fp;LEE Bus Fp;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#1049;LEE;Elsigenalpbahnen AG Frutigen, Luftseilbahn und Skilifte;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:101175;101175;1900-01-01;9999-12-31;7042;VALIDATED;BLS Bus Fahrplanbedürfnisse;BLS Bus Fahrplanbedürfnisse;BLS Bus Fahrplanbedürfnisse;BLS Bus Fahrplanbedürfnisse;BLS BusFpl;BLS BusFpl;BLS BusFpl;BLS BusFpl;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#0016;BLS;BLS AG;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:101176;101176;1900-01-01;9999-12-31;7043;VALIDATED;VCO Trasporti;VCO Trasporti;VCO Trasporti;VCO Trasporti;VCO;VCO;VCO;VCO;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;;;;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:101178;101178;1900-01-01;9999-12-31;7045;VALIDATED;Bürgerbus Gondiswil-Huttwil-Ufhusen;Bürgerbus Gondiswil-Huttwil-Ufhusen;Bürgerbus Gondiswil-Huttwil-Ufhusen;Bürgerbus Gondiswil-Huttwil-Ufhusen;GHU;GHU;GHU;GHU;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#1902;GHU;Einwohnergemeinde Gondiswil;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:101179;101179;1900-01-01;9999-12-31;7046;VALIDATED;Bürgerbus Kleindietwil-Oeschenbach-Walterswil;Bürgerbus Kleindietwil-Oeschenbach-Walterswil;Bürgerbus Kleindietwil-Oeschenbach-Walterswil;Bürgerbus Kleindietwil-Oeschenbach-Walterswil;OUW;OUW;OUW;OUW;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#1903;OUW;Einwohnergemeinde Walterswil (BE);2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:101180;101180;2024-05-17;9999-12-31;7047;VALIDATED;Vischnaunca Sumvitg;Vischnaunca Sumvitg;Vischnaunca Sumvitg;Vischnaunca Sumvitg;SUTU;SUTU;SUTU;SUTU;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#9390;SUTU;Sumvitg Turissem;2024-05-17 15:13:38;2024-05-17 15:13:38
ch:1:sboid:101181;101181;1900-01-01;9999-12-31;7048;VALIDATED;SOB Bus Fahrplanbedürfnisse;SOB Bus Fahrplanbedürfnisse;SOB Bus Fahrplanbedürfnisse;SOB Bus Fahrplanbedürfnisse;SOB BusFpl;SOB BusFpl;SOB BusFpl;SOB BusFpl;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#0019;SOB;Schweizerische Südostbahn AG;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:101182;101182;1900-01-01;9999-12-31;7049;VALIDATED;Förderverein Region Gantrisch;Förderverein Region Gantrisch;Förderverein Region Gantrisch;Förderverein Region Gantrisch;FRG;FRG;FRG;FRG;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#0812;FRG;Förderverein Region Gantrisch;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:101183;101183;1900-01-01;9999-12-31;7050;VALIDATED;ZB Bus Fahrplanbedürfnisse;ZB Bus Fahrplanbedürfnisse;ZB Bus Fahrplanbedürfnisse;ZB Bus Fahrplanbedürfnisse;ZB Bus Fpl;ZB Bus Fpl;ZB Bus Fpl;ZB Bus Fpl;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#0171;zb;zb Zentralbahn AG;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:101185;101185;2019-10-01;9999-12-31;7052;VALIDATED;Gemeinde Surses - Cumegn Surses;Gemeinde Surses - Cumegn Surses;Gemeinde Surses - Cumegn Surses;Gemeinde Surses - Cumegn Surses;GSUR;GSUR;GSUR;GSUR;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#1264;GSUR;Gemeinde Surses/Cumegn Surses;2022-08-04 14:16:27;2024-02-20 16:44:52
ch:1:sboid:101188;101188;2019-07-22;9999-12-31;7055;VALIDATED;Funicar AG;Funicar AG;Funicar AG;Funicar AG;FCA;FCA;FCA;FCA;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#0804;FCA;FUNICAR AG;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101191;101191;1900-01-01;9999-12-31;7058;VALIDATED;Engelberger Auto-Betriebe;Engelberger Auto-Betriebe;Engelberger Auto-Betriebe;Engelberger Auto-Betriebe;EAB;EAB;EAB;EAB;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#0575;EAB;Engelberger-Auto-Betriebe AG (EAB);2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:101193;101193;1900-01-01;9999-12-31;7060;VALIDATED;Ortsbus Weggis;Ortsbus Weggis;Ortsbus Weggis;Ortsbus Weggis;OBW;OBW;OBW;OBW;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#0746;OBW;Weggis Vitznau Rigi Tourismus;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:101194;101194;1900-01-01;9999-12-31;7061;VALIDATED;Ortsbus Saas-Fee;Ortsbus Saas-Fee;Ortsbus Saas-Fee;Ortsbus Saas-Fee;OSF;OSF;OSF;OSF;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#0771;OSF;Gemeinde Saas-Fee;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:101195;101195;1900-01-01;9999-12-31;7062;VALIDATED;Office du tourisme de Leysin;Office du tourisme de Leysin;Office du tourisme de Leysin;Office du tourisme de Leysin;OTL;OTL;OTL;OTL;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#0759;OTL;Municipalité de Leysin;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:101196;101196;1900-01-01;9999-12-31;7063;VALIDATED;Walter Tschannen Zofingen;Walter Tschannen Zofingen;Walter Tschannen Zofingen;Walter Tschannen Zofingen;WTZ;WTZ;WTZ;WTZ;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#0369;WTZ;Walter Tschannen AG;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101197;101197;1900-01-01;9999-12-31;7064;VALIDATED;Bus urbain Verbier;Bus urbain Verbier;Bus urbain Verbier;Bus urbain Verbier;BUV;BUV;BUV;BUV;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#0755;BUV;Commune de Val de Bagnes;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:101198;101198;1900-01-01;9999-12-31;7065;VALIDATED;Bus de la commune de Riddes;Bus de la commune de Riddes;Bus de la commune de Riddes;Bus de la commune de Riddes;BCR;BCR;BCR;BCR;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#0803;BCR;Commune de Riddes;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:101200;101200;1900-01-01;9999-12-31;7067;VALIDATED;Busbetrieb Oberems-Gruben;Busbetrieb Oberems-Gruben;Busbetrieb Oberems-Gruben;Busbetrieb Oberems-Gruben;BOG;BOG;BOG;BOG;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#0816;(BOG);Gemeinde Oberems, Bus;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:101203;101203;1900-01-01;9999-12-31;7070;VALIDATED;Taxi, Bau- und Traxarbeiten Willi Schaad;Taxi, Bau- und Traxarbeiten Willi Schaad;Taxi, Bau- und Traxarbeiten Willi Schaad;Taxi, Bau- und Traxarbeiten Willi Schaad;TWS;TWS;TWS;TWS;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#1267;TWS;Häslitaxi + Transporte Schaad AG;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:101204;101204;2021-10-08;9999-12-31;7071;VALIDATED;ARRIVA ITALIA S.r.l.;ARRIVA ITALIA S.r.l.;ARRIVA ITALIA S.r.l.;ARRIVA ITALIA S.r.l.;ARRIT;ARRIT;ARRIT;ARRIT;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#6010;ARRIT;ARRIVA ITALIA S.r.l.;2022-08-04 14:16:27;2022-08-04 14:16:27
ch:1:sboid:101206;101206;1900-01-01;9999-12-31;7073;VALIDATED;Commune di Poschiavo;Commune di Poschiavo;Commune di Poschiavo;Commune di Poschiavo;CdP;CdP;CdP;CdP;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#9821;CdP;Comune di Poschiavo;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:101207;101207;1900-01-01;9999-12-31;7074;VALIDATED;Gemeinde Rongellen;Gemeinde Rongellen;Gemeinde Rongellen;Gemeinde Rongellen;GRO;GRO;GRO;GRO;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#9388;GRO;Gemeinde Rongellen;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:101209;101209;1900-01-01;9999-12-31;7076;VALIDATED;Automobildienst Matterhorn Gotthard Bahn;Automobildienst Matterhorn Gotthard Bahn;Automobildienst Matterhorn Gotthard Bahn;Automobildienst Matterhorn Gotthard Bahn;MGB/Autbvz;MGB/Autbvz;MGB/Autbvz;MGB/Autbvz;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#0180;MGB;Matterhorn Gotthard Verkehrs AG;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:101210;101210;1900-01-01;9999-12-31;7077;VALIDATED;Mountain Tour Bergün GmbH;Mountain Tour Bergün GmbH;Mountain Tour Bergün GmbH;Mountain Tour Bergün GmbH;MTB;MTB;MTB;MTB;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#1296;MTB;Mountain Tour Bergün GmbH;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:101211;101211;1900-01-01;9999-12-31;7078;VALIDATED;Busbetrieb Gemeinde Bergün;Busbetrieb Gemeinde Bergün;Busbetrieb Gemeinde Bergün;Busbetrieb Gemeinde Bergün;BGB;BGB;BGB;BGB;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#0822;BGB;Gemeinde Bergün;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:101212;101212;1900-01-01;9999-12-31;7079;VALIDATED;PRO REGIO HUTTWIL Verkehrsverein;PRO REGIO HUTTWIL Verkehrsverein;PRO REGIO HUTTWIL Verkehrsverein;PRO REGIO HUTTWIL Verkehrsverein;PRH;PRH;PRH;PRH;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#1305;PRH;PRO REGIO HUTTWIL Verkehrsverein;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:101213;101213;1900-01-01;9999-12-31;7080;VALIDATED;Bus alpin Lombachalp;Bus alpin Lombachalp;Bus alpin Lombachalp;Bus alpin Lombachalp;BALA;BALA;BALA;BALA;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#1306;BALA;Alexander Huser, Sporthotel Habkern;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:101214;101214;1900-01-01;9999-12-31;7081;VALIDATED;Verein Naturpark Beverin;Verein Naturpark Beverin;Verein Naturpark Beverin;Verein Naturpark Beverin;VNB;VNB;VNB;VNB;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#1307;VNB;Verein Naturpark Beverin;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:101215;101215;1900-01-01;9999-12-31;7082;VALIDATED;José Vogel Transport Taxi;José Vogel Transport Taxi;José Vogel Transport Taxi;José Vogel Transport Taxi;JVTT;JVTT;JVTT;JVTT;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#0823;JVTT;José Vogel;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:101216;101216;1900-01-01;9999-12-31;7083;VALIDATED;Bus urbain de Collombey-Muraz / Commune de Collombey-Muraz;Bus urbain de Collombey-Muraz / Commune de Collombey-Muraz;Bus urbain de Collombey-Muraz / Commune de Collombey-Muraz;Bus urbain de Collombey-Muraz / Commune de Collombey-Muraz;BUCM;BUCM;BUCM;BUCM;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;;;;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:101218;101218;1900-01-01;9999-12-31;7085;VALIDATED;Ortsbus der Gemeinde Silvaplana / Gemeinde Silvaplana;Ortsbus der Gemeinde Silvaplana / Gemeinde Silvaplana;Ortsbus der Gemeinde Silvaplana / Gemeinde Silvaplana;Ortsbus der Gemeinde Silvaplana / Gemeinde Silvaplana;OGS;OGS;OGS;OGS;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#0825;OGS;Gemeinde Silvaplana;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:101219;101219;1900-01-01;9999-12-31;7086;VALIDATED;Gemeinde Thalwil;Gemeinde Thalwil;Gemeinde Thalwil;Gemeinde Thalwil;GDT;GDT;GDT;GDT;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;;;;2022-08-04 14:16:28;2022-11-14 15:57:48
ch:1:sboid:101220;101220;1900-01-01;9999-12-31;7087;VALIDATED;Bürgerbus Rüderswil;Bürgerbus Rüderswil;Bürgerbus Rüderswil;Bürgerbus Rüderswil;RSZ;RSZ;RSZ;RSZ;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#0826;RSZ;Bürgerbus Rüderswil;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:101221;101221;1900-01-01;9999-12-31;7088;VALIDATED;Trägerverein Historische Postautolinie;Trägerverein Historische Postautolinie;Trägerverein Historische Postautolinie;Trägerverein Historische Postautolinie;THP;THP;THP;THP;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#1330;THP;Trägerverein Historische Postautolinie;2022-08-04 14:16:30;2022-08-04 14:16:30
ch:1:sboid:101222;101222;1900-01-01;9999-12-31;7089;VALIDATED;Moonliner;Moonliner;Moonliner;Moonliner;MNL;MNL;MNL;MNL;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;;;;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:101223;101223;1900-01-01;9999-12-31;7090;VALIDATED;Autoservizi Comazzi S.R.L.;Autoservizi Comazzi S.R.L.;Autoservizi Comazzi S.R.L.;Autoservizi Comazzi S.R.L.;ACO;ACO;ACO;ACO;30;Strasse;Strada;Route;;;;2022-08-04 14:16:31;2022-08-04 14:16:31
ch:1:sboid:101224;101224;1900-01-01;9999-12-31;7091;VALIDATED;Stadt Zürich Liegenschaftsverwaltung;Stadt Zürich Liegenschaftsverwaltung;Stadt Zürich Liegenschaftsverwaltung;Stadt Zürich Liegenschaftsverwaltung;ZHLV;ZHLV;ZHLV;ZHLV;32;Strasse ohne Verkehrsabrechnug;Strada senza rapporto sul traffico;Route sans rapport de circulation;#1347;ZHLV;Liegenschaften Stadt Zürich;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101225;101225;1900-01-01;9999-12-31;8011;VALIDATED;Internationaler Eisenbahnverband;Union Internationale des Chemins de fer;Internationaler Eisenbahnverband;International Union of Railways;UIC     $;UIC     $;UIC     $;UIC     $;11;UIC Eisenbahn;Ferrovia UIC;Chemin de fer UIC;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101226;101226;1900-01-01;9999-12-31;9000;VALIDATED;Albtal Verkehrs GmbH;Albtal Verkehrs GmbH;Albtal Verkehrs GmbH;Albtal Verkehrs GmbH;AVG/EMN;AVG/EMN;AVG/EMN;AVG/EMN;12;Bahn ohne Verkehrsabrechnung;Ferrovia senza rapporto sul traffico;Chemin de fer sans rapport de circulation;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101227;101227;1900-01-01;9999-12-31;9001;VALIDATED;Compania ferroviaria italiana;Compania ferroviaria italiana;Compania ferroviaria italiana;Compania ferroviaria italiana;CFI;CFI;CFI;CFI;12;Bahn ohne Verkehrsabrechnung;Ferrovia senza rapporto sul traffico;Chemin de fer sans rapport de circulation;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101228;101228;1900-01-01;9999-12-31;9002;VALIDATED;Cisalpino SA;Cisalpino SA;Cisalpino SA;Cisalpino SA;CIS;CIS;CIS;CIS;12;Bahn ohne Verkehrsabrechnung;Ferrovia senza rapporto sul traffico;Chemin de fer sans rapport de circulation;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101229;101229;1900-01-01;9999-12-31;9003;VALIDATED;Club del San Gottardo;Club del San Gottardo;Club del San Gottardo;Club del San Gottardo;CSG;CSG;CSG;CSG;12;Bahn ohne Verkehrsabrechnung;Ferrovia senza rapporto sul traffico;Chemin de fer sans rapport de circulation;#0088;CSG;Associazione CSG Swiss Railpark St. Gotthard;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101230;101230;1900-01-01;9999-12-31;9004;VALIDATED;Compagnie de Train à Vapeur de la Vallée de Joux;Compagnie de Train à Vapeur de la Vallée de Joux;Compagnie de Train à Vapeur de la Vallée de Joux;Compagnie de Train à Vapeur de la Vallée de Joux;CTVJ;CTVJ;CTVJ;CTVJ;12;Bahn ohne Verkehrsabrechnung;Ferrovia senza rapporto sul traffico;Chemin de fer sans rapport de circulation;#0077;CTVJ;COMPAGNIE DU TRAIN A VAPEUR DE LA VALLEE DE JOUX SOCIETE COOPERATIVE;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101231;101231;1900-01-01;9999-12-31;9005;VALIDATED;Historische Eisenbahn Gesellschaft;Historische Eisenbahn Gesellschaft;Historische Eisenbahn Gesellschaft;Historische Eisenbahn Gesellschaft;HEG;HEG;HEG;HEG;12;Bahn ohne Verkehrsabrechnung;Ferrovia senza rapporto sul traffico;Chemin de fer sans rapport de circulation;#0085;HEG;Historische Eisenbahn Gesellschaft;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101232;101232;1900-01-01;9999-12-31;9006;VALIDATED;Verein historische Seetalbahn;Verein historische Seetalbahn;Verein historische Seetalbahn;Verein historische Seetalbahn;HSTB;HSTB;HSTB;HSTB;12;Bahn ohne Verkehrsabrechnung;Ferrovia senza rapporto sul traffico;Chemin de fer sans rapport de circulation;#0086;HSTB;VEREIN HISTORISCHE SEETHALBAHN;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101233;101233;1900-01-01;9999-12-31;9007;VALIDATED;P & O Ferries;P & O Ferries;P & O Ferries;P & O Ferries;P & O;P & O;P & O;P & O;12;Bahn ohne Verkehrsabrechnung;Ferrovia senza rapporto sul traffico;Chemin de fer sans rapport de circulation;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101234;101234;1900-01-01;9999-12-31;9008;VALIDATED;RAIL ITALIA S.r.l.;RAIL ITALIA S.r.l.;RAIL ITALIA S.r.l.;RAIL ITALIA S.r.l.;RAIL IT;RAIL IT;RAIL IT;RAIL IT;12;Bahn ohne Verkehrsabrechnung;Ferrovia senza rapporto sul traffico;Chemin de fer sans rapport de circulation;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101235;101235;1900-01-01;9999-12-31;9009;VALIDATED;Railion Italia;Railion Italia;Railion Italia;Railion Italia;RIT;RIT;RIT;RIT;12;Bahn ohne Verkehrsabrechnung;Ferrovia senza rapporto sul traffico;Chemin de fer sans rapport de circulation;#0335;RiT;Riffelalp Resort AG;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101236;101236;1900-01-01;9999-12-31;9010;VALIDATED;Rail One;Rail One;Rail One;Rail One;RONE;RONE;RONE;RONE;12;Bahn ohne Verkehrsabrechnung;Ferrovia senza rapporto sul traffico;Chemin de fer sans rapport de circulation;;;;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101237;101237;1900-01-01;9999-12-31;9011;VALIDATED;Salzburger Lokalbahn;Salzburger Lokalbahn;Salzburger Lokalbahn;Salzburger Lokalbahn;SLB;SLB;SLB;SLB;12;Bahn ohne Verkehrsabrechnung;Ferrovia senza rapporto sul traffico;Chemin de fer sans rapport de circulation;#2975;SLB;Salzburg AG, Salzburger Lokalbahn;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101238;101238;1900-01-01;9999-12-31;9012;VALIDATED;Swisstrain SA;Swisstrain SA;Swisstrain SA;Swisstrain SA;SWTR;SWTR;SWTR;SWTR;12;Bahn ohne Verkehrsabrechnung;Ferrovia senza rapporto sul traffico;Chemin de fer sans rapport de circulation;#2825;SWTR;SWISSTRAIN S.A.;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101239;101239;1900-01-01;9999-12-31;9013;VALIDATED;Trans Rail GmbH;Trans Rail GmbH;Trans Rail GmbH;Trans Rail GmbH;TR;TR;TR;TR;12;Bahn ohne Verkehrsabrechnung;Ferrovia senza rapporto sul traffico;Chemin de fer sans rapport de circulation;#2960;TR;TR Trans Rail AG;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101240;101240;1900-01-01;9999-12-31;9014;VALIDATED;Verein Dampfbahn Bern;Verein Dampfbahn Bern;Verein Dampfbahn Bern;Verein Dampfbahn Bern;VDBB;VDBB;VDBB;VDBB;12;Bahn ohne Verkehrsabrechnung;Ferrovia senza rapporto sul traffico;Chemin de fer sans rapport de circulation;#0084;VDBB;Verein Dampfbahn Bern - Konolfingen;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101241;101241;1900-01-01;9999-12-31;9015;VALIDATED;Mikado 1244;Mikado 1244;Mikado 1244;Mikado 1244;VMik;VMik;VMik;VMik;12;Bahn ohne Verkehrsabrechnung;Ferrovia senza rapporto sul traffico;Chemin de fer sans rapport de circulation;#0082;VMik;Mikado 1244;2022-08-04 14:16:32;2022-08-04 14:16:32
ch:1:sboid:101242;101242;1900-01-01;9999-12-31;9016;VALIDATED;Verein Pazific 01 202;Verein Pazific 01 202;Verein Pazific 01 202;Verein Pazific 01 202;VPac;VPac;VPac;VPac;12;Bahn ohne Verkehrsabrechnung;Ferrovia senza rapporto sul traffico;Chemin de fer sans rapport de circulation;#0083;VPac;Verein Pacific 01 202;2022-08-04 14:16:32;2022-08-04 14:16:32
